country,year,source,cost
Spain,2009,Onshore wind ,0.114267476
Spain,2016,Bioenergy ,NA
Spain,2016,Geothermal ,NA
Spain,2016,Offshore wind ,NA
Spain,2016,Solar photovoltaic ,NA
Spain,2016,Concentrated solar power ,NA
Spain,2016,Hydropower ,NA
Spain,2016,Onshore wind ,0.05698509
Spain,2017,Bioenergy ,NA
Spain,2017,Geothermal ,NA
Spain,2017,Offshore wind ,NA
Spain,2017,Solar photovoltaic ,NA
Spain,2017,Concentrated solar power ,NA
Spain,2017,Hydropower ,NA
Spain,2017,Onshore wind ,0.05601185
Spain,2018,Bioenergy ,NA
Spain,2018,Geothermal ,NA
Spain,2018,Offshore wind ,NA
Spain,2018,Solar photovoltaic ,NA
Spain,2018,Concentrated solar power ,NA
Spain,2018,Hydropower ,NA
Spain,2018,Onshore wind ,0.07693834
Sweden,1984,Bioenergy ,NA
Sweden,1984,Geothermal ,NA
Sweden,1984,Offshore wind ,NA
Sweden,1984,Solar photovoltaic ,NA
Sweden,1984,Concentrated solar power ,NA
Sweden,1984,Hydropower ,NA
Sweden,1984,Onshore wind ,0.2523369
Sweden,1990,Bioenergy ,NA
Sweden,1990,Geothermal ,NA
Sweden,1990,Offshore wind ,NA
Sweden,1990,Solar photovoltaic ,NA
Sweden,1990,Concentrated solar power ,NA
Sweden,1990,Hydropower ,NA
Sweden,1990,Onshore wind ,0.21972276
Sweden,1991,Bioenergy ,NA
Sweden,1991,Geothermal ,NA
Sweden,1991,Offshore wind ,NA
Sweden,1991,Solar photovoltaic ,NA
Sweden,1991,Concentrated solar power ,NA
Sweden,1991,Hydropower ,NA
Sweden,1991,Onshore wind ,0.20803191
Sweden,1992,Bioenergy ,NA
Sweden,1992,Geothermal ,NA
Sweden,1992,Offshore wind ,NA
Sweden,1992,Solar photovoltaic ,NA
Sweden,1992,Concentrated solar power ,NA
Sweden,1992,Hydropower ,NA
Sweden,1992,Onshore wind ,0.22615509
Sweden,1993,Bioenergy ,NA
Sweden,1993,Geothermal ,NA
Sweden,1993,Offshore wind ,NA
Sweden,1993,Solar photovoltaic ,NA
Sweden,1993,Concentrated solar power ,NA
Sweden,1993,Hydropower ,NA
Sweden,1993,Onshore wind ,0.22141354
Sweden,1994,Bioenergy ,NA
Sweden,1994,Geothermal ,NA
Sweden,1994,Offshore wind ,NA
Sweden,1994,Solar photovoltaic ,NA
Sweden,1994,Concentrated solar power ,NA
Sweden,1994,Hydropower ,NA
Sweden,1994,Onshore wind ,0.20901981
Sweden,1995,Bioenergy ,NA
Sweden,1995,Geothermal ,NA
Sweden,1995,Offshore wind ,NA
Sweden,1995,Solar photovoltaic ,NA
Sweden,1995,Concentrated solar power ,NA
Sweden,1995,Hydropower ,NA
Sweden,1995,Onshore wind ,0.19853652
Sweden,1996,Bioenergy ,NA
Sweden,1996,Geothermal ,NA
Sweden,1996,Offshore wind ,NA
Sweden,1996,Solar photovoltaic ,NA
Sweden,1996,Concentrated solar power ,NA
Sweden,1996,Hydropower ,NA
Sweden,1996,Onshore wind ,0.2039947
Sweden,1997,Bioenergy ,NA
Sweden,1997,Geothermal ,NA
Sweden,1997,Offshore wind ,NA
Sweden,1997,Solar photovoltaic ,NA
Sweden,1997,Concentrated solar power ,NA
Sweden,1997,Hydropower ,NA
Sweden,1997,Onshore wind ,0.19000967
Sweden,1998,Bioenergy ,NA
Sweden,1998,Geothermal ,NA
Sweden,1998,Offshore wind ,NA
Sweden,1998,Solar photovoltaic ,NA
Sweden,1998,Concentrated solar power ,NA
Sweden,1998,Hydropower ,NA
Sweden,1998,Onshore wind ,0.18813482
Sweden,1999,Bioenergy ,NA
Sweden,1999,Geothermal ,NA
Sweden,1999,Offshore wind ,NA
Sweden,1999,Solar photovoltaic ,NA
Sweden,1999,Concentrated solar power ,NA
Sweden,1999,Hydropower ,NA
Sweden,1999,Onshore wind ,0.18052238
Sweden,2001,Bioenergy ,NA
Sweden,2001,Geothermal ,NA
Sweden,2001,Offshore wind ,NA
Sweden,2001,Solar photovoltaic ,NA
Sweden,2001,Concentrated solar power ,NA
Sweden,2001,Hydropower ,NA
Sweden,2001,Onshore wind ,0.14623341
Sweden,2002,Bioenergy ,NA
Sweden,2002,Geothermal ,NA
Sweden,2002,Offshore wind ,NA
Sweden,2002,Solar photovoltaic ,NA
Sweden,2002,Concentrated solar power ,NA
Sweden,2002,Hydropower ,NA
Sweden,2002,Onshore wind ,0.1673399
Sweden,2003,Bioenergy ,NA
Sweden,2003,Geothermal ,NA
Sweden,2003,Offshore wind ,NA
Sweden,2003,Solar photovoltaic ,NA
Sweden,2003,Concentrated solar power ,NA
Sweden,2003,Hydropower ,NA
Sweden,2003,Onshore wind ,0.12967011
Sweden,2004,Bioenergy ,NA
Sweden,2004,Geothermal ,NA
Sweden,2004,Offshore wind ,NA
Sweden,2004,Solar photovoltaic ,NA
Sweden,2004,Concentrated solar power ,NA
Sweden,2004,Hydropower ,NA
Sweden,2004,Onshore wind ,0.14061679
Sweden,2005,Bioenergy ,NA
Sweden,2005,Geothermal ,NA
Sweden,2005,Offshore wind ,NA
Sweden,2005,Solar photovoltaic ,NA
Sweden,2005,Concentrated solar power ,NA
Sweden,2005,Hydropower ,NA
Sweden,2005,Onshore wind ,0.14551297
Sweden,2006,Bioenergy ,NA
Sweden,2006,Geothermal ,NA
Sweden,2006,Offshore wind ,NA
Sweden,2006,Solar photovoltaic ,NA
Sweden,2006,Concentrated solar power ,NA
Sweden,2006,Hydropower ,NA
Sweden,2006,Onshore wind ,0.14551297
Sweden,2007,Bioenergy ,NA
Sweden,2007,Geothermal ,NA
Sweden,2007,Offshore wind ,NA
Sweden,2007,Solar photovoltaic ,NA
Sweden,2007,Concentrated solar power ,NA
Sweden,2007,Hydropower ,NA
Sweden,2007,Onshore wind ,0.13179845
Sweden,2008,Bioenergy ,NA
Sweden,2008,Geothermal ,NA
Sweden,2008,Offshore wind ,NA
Sweden,2008,Solar photovoltaic ,NA
Sweden,2008,Concentrated solar power ,NA
Sweden,2008,Hydropower ,NA
Sweden,2008,Onshore wind ,0.14917386
Sweden,2009,Bioenergy ,NA
Sweden,2009,Geothermal ,NA
Sweden,2009,Offshore wind ,NA
Sweden,2009,Solar photovoltaic ,NA
Sweden,2009,Concentrated solar power ,NA
Sweden,2009,Hydropower ,NA
Sweden,2009,Onshore wind ,0.14366922
Sweden,2010,Bioenergy ,NA
Sweden,2010,Geothermal ,NA
Sweden,2010,Offshore wind ,NA
Sweden,2010,Solar photovoltaic ,NA
Sweden,2010,Concentrated solar power ,NA
Sweden,2010,Hydropower ,NA
Sweden,2010,Onshore wind ,0.11451011
Sweden,2011,Bioenergy ,NA
Sweden,2011,Geothermal ,NA
Sweden,2011,Offshore wind ,NA
Sweden,2011,Solar photovoltaic ,NA
Sweden,2011,Concentrated solar power ,NA
Sweden,2011,Hydropower ,NA
Sweden,2011,Onshore wind ,0.10907323
Sweden,2012,Bioenergy ,NA
Sweden,2012,Geothermal ,NA
Sweden,2012,Offshore wind ,NA
Sweden,2012,Solar photovoltaic ,NA
Sweden,2012,Concentrated solar power ,NA
Sweden,2012,Hydropower ,NA
Sweden,2012,Onshore wind ,0.105462246
Sweden,2013,Bioenergy ,NA
Sweden,2013,Geothermal ,NA
Sweden,2013,Offshore wind ,NA
Sweden,2013,Solar photovoltaic ,NA
Sweden,2013,Concentrated solar power ,NA
Sweden,2013,Hydropower ,NA
Sweden,2013,Onshore wind ,0.083965436
Sweden,2014,Bioenergy ,NA
Sweden,2014,Geothermal ,NA
Sweden,2014,Offshore wind ,NA
Sweden,2014,Solar photovoltaic ,NA
Sweden,2014,Concentrated solar power ,NA
Sweden,2014,Hydropower ,NA
Sweden,2014,Onshore wind ,0.090954416
Sweden,2015,Bioenergy ,NA
Sweden,2015,Geothermal ,NA
Sweden,2015,Offshore wind ,NA
Sweden,2015,Solar photovoltaic ,NA
Sweden,2015,Concentrated solar power ,NA
Sweden,2015,Hydropower ,NA
Sweden,2015,Onshore wind ,0.07375525
Sweden,2016,Bioenergy ,NA
Sweden,2016,Geothermal ,NA
Sweden,2016,Offshore wind ,NA
Sweden,2016,Solar photovoltaic ,NA
Sweden,2016,Concentrated solar power ,NA
Sweden,2016,Hydropower ,NA
Sweden,2016,Onshore wind ,0.06313498
Sweden,2017,Bioenergy ,NA
Sweden,2017,Geothermal ,NA
Sweden,2017,Offshore wind ,NA
Sweden,2017,Solar photovoltaic ,NA
Sweden,2017,Concentrated solar power ,NA
Sweden,2017,Hydropower ,NA
Sweden,2017,Onshore wind ,0.056847084
Sweden,2018,Bioenergy ,NA
Sweden,2018,Geothermal ,NA
Sweden,2018,Offshore wind ,NA
Sweden,2018,Solar photovoltaic ,NA
Sweden,2018,Concentrated solar power ,NA
Sweden,2018,Hydropower ,NA
Sweden,2018,Onshore wind ,0.04238039
Sweden,2019,Bioenergy ,NA
Sweden,2019,Geothermal ,NA
Sweden,2019,Offshore wind ,NA
Sweden,2019,Solar photovoltaic ,NA
Sweden,2019,Concentrated solar power ,NA
Sweden,2019,Hydropower ,NA
Sweden,2019,Onshore wind ,0.040514875
Sweden,2020,Bioenergy ,NA
Sweden,2020,Geothermal ,NA
Sweden,2020,Offshore wind ,NA
Sweden,2020,Solar photovoltaic ,NA
Sweden,2020,Concentrated solar power ,NA
Sweden,2020,Hydropower ,NA
Sweden,2020,Onshore wind ,0.038623493
Sweden,2021,Bioenergy ,NA
Sweden,2021,Geothermal ,NA
Sweden,2021,Offshore wind ,NA
Sweden,2021,Solar photovoltaic ,NA
Sweden,2021,Concentrated solar power ,NA
Sweden,2021,Hydropower ,NA
Sweden,2021,Onshore wind ,0.036375675
Turkey,2016,Bioenergy ,NA
Turkey,2016,Geothermal ,NA
Turkey,2016,Offshore wind ,NA
Turkey,2016,Solar photovoltaic ,0.12655638
Turkey,2016,Concentrated solar power ,NA
Turkey,2016,Hydropower ,NA
Turkey,2016,Onshore wind ,0.07215444
Turkey,2017,Bioenergy ,NA
Turkey,2017,Geothermal ,NA
Turkey,2017,Offshore wind ,NA
Turkey,2017,Solar photovoltaic ,0.12046391
Turkey,2017,Concentrated solar power ,NA
Turkey,2017,Hydropower ,NA
Turkey,2017,Onshore wind ,0.06516842
Turkey,2018,Bioenergy ,NA
Turkey,2018,Geothermal ,NA
Turkey,2018,Offshore wind ,NA
Turkey,2018,Solar photovoltaic ,0.09587503
Turkey,2018,Concentrated solar power ,NA
Turkey,2018,Hydropower ,NA
Turkey,2018,Onshore wind ,0.072465286
Turkey,2019,Bioenergy ,NA
Turkey,2019,Geothermal ,NA
Turkey,2019,Offshore wind ,NA
Turkey,2019,Solar photovoltaic ,0.08706513
Turkey,2019,Concentrated solar power ,NA
Turkey,2019,Hydropower ,NA
Turkey,2019,Onshore wind ,0.06926356
Turkey,2020,Bioenergy ,NA
Turkey,2020,Geothermal ,NA
Turkey,2020,Offshore wind ,NA
Turkey,2020,Solar photovoltaic ,0.06705172
Turkey,2020,Concentrated solar power ,NA
Turkey,2020,Hydropower ,NA
Turkey,2020,Onshore wind ,0.050269816
Turkey,2021,Bioenergy ,NA
Turkey,2021,Geothermal ,NA
Turkey,2021,Offshore wind ,NA
Turkey,2021,Solar photovoltaic ,0.0640246
Turkey,2021,Concentrated solar power ,NA
Turkey,2021,Hydropower ,NA
Turkey,2021,Onshore wind ,0.044634294
Turkey,1998,Bioenergy ,NA
Turkey,1998,Geothermal ,NA
Turkey,1998,Offshore wind ,NA
Turkey,1998,Solar photovoltaic ,NA
Turkey,1998,Concentrated solar power ,NA
Turkey,1998,Hydropower ,NA
Turkey,1998,Onshore wind ,0.086582854
Turkey,2000,Bioenergy ,NA
Turkey,2000,Geothermal ,NA
Turkey,2000,Offshore wind ,NA
Turkey,2000,Solar photovoltaic ,NA
Turkey,2000,Concentrated solar power ,NA
Turkey,2000,Hydropower ,NA
Turkey,2000,Onshore wind ,0.07863785
Turkey,2009,Bioenergy ,NA
Turkey,2009,Geothermal ,NA
Turkey,2009,Offshore wind ,NA
Turkey,2009,Solar photovoltaic ,NA
Turkey,2009,Concentrated solar power ,NA
Turkey,2009,Hydropower ,NA
Turkey,2009,Onshore wind ,0.06774616
Turkey,2010,Bioenergy ,NA
Turkey,2010,Geothermal ,NA
Turkey,2010,Offshore wind ,NA
Turkey,2010,Solar photovoltaic ,NA
Turkey,2010,Concentrated solar power ,NA
Turkey,2010,Hydropower ,NA
Turkey,2010,Onshore wind ,0.12797143
Turkey,2011,Bioenergy ,NA
Turkey,2011,Geothermal ,NA
Turkey,2011,Offshore wind ,NA
Turkey,2011,Solar photovoltaic ,NA
Turkey,2011,Concentrated solar power ,NA
Turkey,2011,Hydropower ,NA
Turkey,2011,Onshore wind ,0.09477631
Turkey,2012,Bioenergy ,NA
Turkey,2012,Geothermal ,NA
Turkey,2012,Offshore wind ,NA
Turkey,2012,Solar photovoltaic ,NA
Turkey,2012,Concentrated solar power ,NA
Turkey,2012,Hydropower ,NA
Turkey,2012,Onshore wind ,0.08422173
Turkey,2013,Bioenergy ,NA
Turkey,2013,Geothermal ,NA
Turkey,2013,Offshore wind ,NA
Turkey,2013,Solar photovoltaic ,NA
Turkey,2013,Concentrated solar power ,NA
Turkey,2013,Hydropower ,NA
Turkey,2013,Onshore wind ,0.08495713
Turkey,2014,Bioenergy ,NA
Turkey,2014,Geothermal ,NA
Turkey,2014,Offshore wind ,NA
Turkey,2014,Solar photovoltaic ,NA
Turkey,2014,Concentrated solar power ,NA
Turkey,2014,Hydropower ,NA
Turkey,2014,Onshore wind ,0.09270858
Turkey,2015,Bioenergy ,NA
Turkey,2015,Geothermal ,NA
Turkey,2015,Offshore wind ,NA
Turkey,2015,Solar photovoltaic ,NA
Turkey,2015,Concentrated solar power ,NA
Turkey,2015,Hydropower ,NA
Turkey,2015,Onshore wind ,0.08066328
Ukraine,2011,Bioenergy ,NA
Ukraine,2011,Geothermal ,NA
Ukraine,2011,Offshore wind ,NA
Ukraine,2011,Solar photovoltaic ,0.5188495
Ukraine,2011,Concentrated solar power ,NA
Ukraine,2011,Hydropower ,NA
Ukraine,2011,Onshore wind ,NA
Ukraine,2013,Bioenergy ,NA
Ukraine,2013,Geothermal ,NA
Ukraine,2013,Offshore wind ,NA
Ukraine,2013,Solar photovoltaic ,0.4037338
Ukraine,2013,Concentrated solar power ,NA
Ukraine,2013,Hydropower ,NA
Ukraine,2013,Onshore wind ,NA
Ukraine,2017,Bioenergy ,NA
Ukraine,2017,Geothermal ,NA
Ukraine,2017,Offshore wind ,NA
Ukraine,2017,Solar photovoltaic ,0.13571915
Ukraine,2017,Concentrated solar power ,NA
Ukraine,2017,Hydropower ,NA
Ukraine,2017,Onshore wind ,NA
Ukraine,2018,Bioenergy ,NA
Ukraine,2018,Geothermal ,NA
Ukraine,2018,Offshore wind ,NA
Ukraine,2018,Solar photovoltaic ,0.13889024
Ukraine,2018,Concentrated solar power ,NA
Ukraine,2018,Hydropower ,NA
Ukraine,2018,Onshore wind ,NA
Ukraine,2019,Bioenergy ,NA
Ukraine,2019,Geothermal ,NA
Ukraine,2019,Offshore wind ,NA
Ukraine,2019,Solar photovoltaic ,0.095474236
Ukraine,2019,Concentrated solar power ,NA
Ukraine,2019,Hydropower ,NA
Ukraine,2019,Onshore wind ,NA
Ukraine,2020,Bioenergy ,NA
Ukraine,2020,Geothermal ,NA
Ukraine,2020,Offshore wind ,NA
Ukraine,2020,Solar photovoltaic ,0.09331378
Ukraine,2020,Concentrated solar power ,NA
Ukraine,2020,Hydropower ,NA
Ukraine,2020,Onshore wind ,NA
Ukraine,2021,Bioenergy ,NA
Ukraine,2021,Geothermal ,NA
Ukraine,2021,Offshore wind ,NA
Ukraine,2021,Solar photovoltaic ,0.11676699
Ukraine,2021,Concentrated solar power ,NA
Ukraine,2021,Hydropower ,NA
Ukraine,2021,Onshore wind ,NA
United Kingdom,2010,Bioenergy ,NA
United Kingdom,2010,Geothermal ,NA
United Kingdom,2010,Offshore wind ,NA
United Kingdom,2010,Solar photovoltaic ,0.5340079
United Kingdom,2010,Concentrated solar power ,NA
United Kingdom,2010,Hydropower ,NA
United Kingdom,2010,Onshore wind ,0.10233368
United Kingdom,2011,Bioenergy ,NA
United Kingdom,2011,Geothermal ,NA
United Kingdom,2011,Offshore wind ,NA
United Kingdom,2011,Solar photovoltaic ,0.49272853
United Kingdom,2011,Concentrated solar power ,NA
United Kingdom,2011,Hydropower ,NA
United Kingdom,2011,Onshore wind ,0.10502856
United Kingdom,2012,Bioenergy ,NA
United Kingdom,2012,Geothermal ,NA
United Kingdom,2012,Offshore wind ,NA
United Kingdom,2012,Solar photovoltaic ,0.2900355
United Kingdom,2012,Concentrated solar power ,NA
United Kingdom,2012,Hydropower ,NA
United Kingdom,2012,Onshore wind ,0.093658954
United Kingdom,2013,Bioenergy ,NA
United Kingdom,2013,Geothermal ,NA
United Kingdom,2013,Offshore wind ,NA
United Kingdom,2013,Solar photovoltaic ,0.23476368
United Kingdom,2013,Concentrated solar power ,NA
United Kingdom,2013,Hydropower ,NA
United Kingdom,2013,Onshore wind ,0.09322738
United Kingdom,2014,Bioenergy ,NA
United Kingdom,2014,Geothermal ,NA
United Kingdom,2014,Offshore wind ,NA
United Kingdom,2014,Solar photovoltaic ,0.19213423
United Kingdom,2014,Concentrated solar power ,NA
United Kingdom,2014,Hydropower ,NA
United Kingdom,2014,Onshore wind ,0.08808455
United Kingdom,2015,Bioenergy ,NA
United Kingdom,2015,Geothermal ,NA
United Kingdom,2015,Offshore wind ,NA
United Kingdom,2015,Solar photovoltaic ,0.14969818
United Kingdom,2015,Concentrated solar power ,NA
United Kingdom,2015,Hydropower ,NA
United Kingdom,2015,Onshore wind ,0.08042729
United Kingdom,2016,Bioenergy ,NA
United Kingdom,2016,Geothermal ,NA
United Kingdom,2016,Offshore wind ,NA
United Kingdom,2016,Solar photovoltaic ,0.14178355
United Kingdom,2016,Concentrated solar power ,NA
United Kingdom,2016,Hydropower ,NA
United Kingdom,2016,Onshore wind ,0.06957678
United Kingdom,2017,Bioenergy ,NA
United Kingdom,2017,Geothermal ,NA
United Kingdom,2017,Offshore wind ,NA
United Kingdom,2017,Solar photovoltaic ,0.11634936
United Kingdom,2017,Concentrated solar power ,NA
United Kingdom,2017,Hydropower ,NA
United Kingdom,2017,Onshore wind ,0.066068396
United Kingdom,2018,Bioenergy ,NA
United Kingdom,2018,Geothermal ,NA
United Kingdom,2018,Offshore wind ,NA
United Kingdom,2018,Solar photovoltaic ,0.1181692
United Kingdom,2018,Concentrated solar power ,NA
United Kingdom,2018,Hydropower ,NA
United Kingdom,2018,Onshore wind ,0.046249684
United Kingdom,2019,Bioenergy ,NA
United Kingdom,2019,Geothermal ,NA
United Kingdom,2019,Offshore wind ,NA
United Kingdom,2019,Solar photovoltaic ,0.088153124
United Kingdom,2019,Concentrated solar power ,NA
United Kingdom,2019,Hydropower ,NA
United Kingdom,2019,Onshore wind ,0.056466475
United Kingdom,2020,Bioenergy ,NA
United Kingdom,2020,Geothermal ,NA
United Kingdom,2020,Offshore wind ,NA
United Kingdom,2020,Solar photovoltaic ,0.07481206
United Kingdom,2020,Concentrated solar power ,NA
United Kingdom,2020,Hydropower ,NA
United Kingdom,2020,Onshore wind ,0.045735206
United Kingdom,2021,Bioenergy ,NA
United Kingdom,2021,Geothermal ,NA
United Kingdom,2021,Offshore wind ,NA
United Kingdom,2021,Solar photovoltaic ,0.06895723
United Kingdom,2021,Concentrated solar power ,NA
United Kingdom,2021,Hydropower ,NA
United Kingdom,2021,Onshore wind ,0.042237155
United Kingdom,1989,Bioenergy ,NA
United Kingdom,1989,Geothermal ,NA
United Kingdom,1989,Offshore wind ,NA
United Kingdom,1989,Solar photovoltaic ,NA
United Kingdom,1989,Concentrated solar power ,NA
United Kingdom,1989,Hydropower ,NA
United Kingdom,1989,Onshore wind ,0.20415092
United Kingdom,1990,Bioenergy ,NA
United Kingdom,1990,Geothermal ,NA
United Kingdom,1990,Offshore wind ,NA
United Kingdom,1990,Solar photovoltaic ,NA
United Kingdom,1990,Concentrated solar power ,NA
United Kingdom,1990,Hydropower ,NA
United Kingdom,1990,Onshore wind ,0.20500809
United Kingdom,1991,Bioenergy ,NA
United Kingdom,1991,Geothermal ,NA
United Kingdom,1991,Offshore wind ,NA
United Kingdom,1991,Solar photovoltaic ,NA
United Kingdom,1991,Concentrated solar power ,NA
United Kingdom,1991,Hydropower ,NA
United Kingdom,1991,Onshore wind ,0.19398992
United Kingdom,1992,Bioenergy ,NA
United Kingdom,1992,Geothermal ,NA
United Kingdom,1992,Offshore wind ,NA
United Kingdom,1992,Solar photovoltaic ,NA
United Kingdom,1992,Concentrated solar power ,NA
United Kingdom,1992,Hydropower ,NA
United Kingdom,1992,Onshore wind ,0.20847157
United Kingdom,1993,Bioenergy ,NA
United Kingdom,1993,Geothermal ,NA
United Kingdom,1993,Offshore wind ,NA
United Kingdom,1993,Solar photovoltaic ,NA
United Kingdom,1993,Concentrated solar power ,NA
United Kingdom,1993,Hydropower ,NA
United Kingdom,1993,Onshore wind ,0.19127405
United Kingdom,1994,Bioenergy ,NA
United Kingdom,1994,Geothermal ,NA
United Kingdom,1994,Offshore wind ,NA
United Kingdom,1994,Solar photovoltaic ,NA
United Kingdom,1994,Concentrated solar power ,NA
United Kingdom,1994,Hydropower ,NA
United Kingdom,1994,Onshore wind ,0.19304705
United Kingdom,1995,Bioenergy ,NA
United Kingdom,1995,Geothermal ,NA
United Kingdom,1995,Offshore wind ,NA
United Kingdom,1995,Solar photovoltaic ,NA
United Kingdom,1995,Concentrated solar power ,NA
United Kingdom,1995,Hydropower ,NA
United Kingdom,1995,Onshore wind ,0.18256375
United Kingdom,1996,Bioenergy ,NA
United Kingdom,1996,Geothermal ,NA
United Kingdom,1996,Offshore wind ,NA
United Kingdom,1996,Solar photovoltaic ,NA
United Kingdom,1996,Concentrated solar power ,NA
United Kingdom,1996,Hydropower ,NA
United Kingdom,1996,Onshore wind ,0.18718126
United Kingdom,1997,Bioenergy ,NA
United Kingdom,1997,Geothermal ,NA
United Kingdom,1997,Offshore wind ,NA
United Kingdom,1997,Solar photovoltaic ,NA
United Kingdom,1997,Concentrated solar power ,NA
United Kingdom,1997,Hydropower ,NA
United Kingdom,1997,Onshore wind ,0.1740369
United Kingdom,1998,Bioenergy ,NA
United Kingdom,1998,Geothermal ,NA
United Kingdom,1998,Offshore wind ,NA
United Kingdom,1998,Solar photovoltaic ,NA
United Kingdom,1998,Concentrated solar power ,NA
United Kingdom,1998,Hydropower ,NA
United Kingdom,1998,Onshore wind ,0.17216206
United Kingdom,1999,Bioenergy ,NA
United Kingdom,1999,Geothermal ,NA
United Kingdom,1999,Offshore wind ,NA
United Kingdom,1999,Solar photovoltaic ,NA
United Kingdom,1999,Concentrated solar power ,NA
United Kingdom,1999,Hydropower ,NA
United Kingdom,1999,Onshore wind ,0.16454962
United Kingdom,2000,Bioenergy ,NA
United Kingdom,2000,Geothermal ,NA
United Kingdom,2000,Offshore wind ,NA
United Kingdom,2000,Solar photovoltaic ,NA
United Kingdom,2000,Concentrated solar power ,NA
United Kingdom,2000,Hydropower ,NA
United Kingdom,2000,Onshore wind ,0.11315568
United Kingdom,2001,Bioenergy ,NA
United Kingdom,2001,Geothermal ,NA
United Kingdom,2001,Offshore wind ,NA
United Kingdom,2001,Solar photovoltaic ,NA
United Kingdom,2001,Concentrated solar power ,NA
United Kingdom,2001,Hydropower ,NA
United Kingdom,2001,Onshore wind ,0.1283265
United Kingdom,2002,Bioenergy ,NA
United Kingdom,2002,Geothermal ,NA
United Kingdom,2002,Offshore wind ,NA
United Kingdom,2002,Solar photovoltaic ,NA
United Kingdom,2002,Concentrated solar power ,NA
United Kingdom,2002,Hydropower ,NA
United Kingdom,2002,Onshore wind ,0.13384654
United Kingdom,2003,Bioenergy ,NA
United Kingdom,2003,Geothermal ,NA
United Kingdom,2003,Offshore wind ,NA
United Kingdom,2003,Solar photovoltaic ,NA
United Kingdom,2003,Concentrated solar power ,NA
United Kingdom,2003,Hydropower ,NA
United Kingdom,2003,Onshore wind ,0.13365294
United Kingdom,2004,Bioenergy ,NA
United Kingdom,2004,Geothermal ,NA
United Kingdom,2004,Offshore wind ,NA
United Kingdom,2004,Solar photovoltaic ,NA
United Kingdom,2004,Concentrated solar power ,NA
United Kingdom,2004,Hydropower ,NA
United Kingdom,2004,Onshore wind ,0.14029786
United Kingdom,2005,Bioenergy ,NA
United Kingdom,2005,Geothermal ,NA
United Kingdom,2005,Offshore wind ,NA
United Kingdom,2005,Solar photovoltaic ,NA
United Kingdom,2005,Concentrated solar power ,NA
United Kingdom,2005,Hydropower ,NA
United Kingdom,2005,Onshore wind ,0.13268963
United Kingdom,2006,Bioenergy ,NA
United Kingdom,2006,Geothermal ,NA
United Kingdom,2006,Offshore wind ,NA
United Kingdom,2006,Solar photovoltaic ,NA
United Kingdom,2006,Concentrated solar power ,NA
United Kingdom,2006,Hydropower ,NA
United Kingdom,2006,Onshore wind ,0.13314562
United Kingdom,2007,Bioenergy ,NA
United Kingdom,2007,Geothermal ,NA
United Kingdom,2007,Offshore wind ,NA
United Kingdom,2007,Solar photovoltaic ,NA
United Kingdom,2007,Concentrated solar power ,NA
United Kingdom,2007,Hydropower ,NA
United Kingdom,2007,Onshore wind ,0.12634729
United Kingdom,2008,Bioenergy ,NA
United Kingdom,2008,Geothermal ,NA
United Kingdom,2008,Offshore wind ,NA
United Kingdom,2008,Solar photovoltaic ,NA
United Kingdom,2008,Concentrated solar power ,NA
United Kingdom,2008,Hydropower ,NA
United Kingdom,2008,Onshore wind ,0.1387804
United Kingdom,2009,Bioenergy ,NA
United Kingdom,2009,Geothermal ,NA
United Kingdom,2009,Offshore wind ,NA
United Kingdom,2009,Solar photovoltaic ,NA
United Kingdom,2009,Concentrated solar power ,NA
United Kingdom,2009,Hydropower ,NA
United Kingdom,2009,Onshore wind ,0.07675461
United States,2010,Bioenergy ,NA
United States,2010,Geothermal ,NA
United States,2010,Offshore wind ,NA
United States,2010,Solar photovoltaic ,0.22071867
United States,2010,Concentrated solar power ,NA
United States,2010,Hydropower ,NA
United States,2010,Onshore wind ,0.10264576
United States,2011,Bioenergy ,NA
United States,2011,Geothermal ,NA
United States,2011,Offshore wind ,NA
United States,2011,Solar photovoltaic ,0.2627196
United States,2011,Concentrated solar power ,NA
United States,2011,Hydropower ,NA
United States,2011,Onshore wind ,0.10847992
United States,2012,Bioenergy ,NA
United States,2012,Geothermal ,NA
United States,2012,Offshore wind ,NA
United States,2012,Solar photovoltaic ,0.22718425
United States,2012,Concentrated solar power ,NA
United States,2012,Hydropower ,NA
United States,2012,Onshore wind ,0.09205702
United States,2013,Bioenergy ,NA
United States,2013,Geothermal ,NA
United States,2013,Offshore wind ,NA
United States,2013,Solar photovoltaic ,0.22637878
United States,2013,Concentrated solar power ,NA
United States,2013,Hydropower ,NA
United States,2013,Onshore wind ,0.07594883
United States,2014,Bioenergy ,NA
United States,2014,Geothermal ,NA
United States,2014,Offshore wind ,NA
United States,2014,Solar photovoltaic ,0.15501648
United States,2014,Concentrated solar power ,NA
United States,2014,Hydropower ,NA
United States,2014,Onshore wind ,0.06268506
United States,2015,Bioenergy ,NA
United States,2015,Geothermal ,NA
United States,2015,Offshore wind ,NA
United States,2015,Solar photovoltaic ,0.14340648
United States,2015,Concentrated solar power ,NA
United States,2015,Hydropower ,NA
United States,2015,Onshore wind ,0.056870524
United States,2016,Bioenergy ,NA
United States,2016,Geothermal ,NA
United States,2016,Offshore wind ,NA
United States,2016,Solar photovoltaic ,0.13033208
United States,2016,Concentrated solar power ,NA
United States,2016,Hydropower ,NA
United States,2016,Onshore wind ,0.052276865
United States,2017,Bioenergy ,NA
